game_id,name,maxplayers,minage,yearpublished,average,minplayers,minplaytime,maxplaytime,language_dependence,pos,boardgameartist,boardgamecategory,boardgamedesigner,boardgamemechanic,averageweight,usersrated,player_spread,time_spread,discrete_years,discrete_weights
91872,Dungeons & Dragons: The Legend of Drizzt Board Game,5,12,2011,7.34462,1,60,60,Moderate,395,"Jason Engle,Steve Prescott","Adventure,Exploration,Fantasy,Fighting,Miniatures,Novel-based",Peter Lee,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Role Playing",2.631,4112,4,0,2010,2.5
91984,Québec,5,13,2011,7.17122,2,75,75,No,897,"Mariusz Gandzel,Nicolas Cloutier",City Building,"Philippe Beaudoin,Pierre Poissant-Marquis","Area Control / Area Influence,Modular Board,Worker Placement",2.975,1230,3,0,2010,3
92044,Dungeons & Dragons: Conquest of Nerath Board Game,4,12,2011,6.97151,2,120,240,Moderate,1177,"Wayne England,Adam Gillespie,William O'Connor","Fantasy,Wargame","Richard Baker,Mons Johnson,Peter Lee","Dice Rolling,Partnerships",2.6239,1277,2,120,2010,2.5
92190,Super Dungeon Explore,6,10,2011,6.97374,2,120,120,Moderate,898,"Rose Besch,John Cadice,Andrea Cofrancesco,Elmer Damaso,Leonard Dill,Jason Hendricks,Michelle Hoefener,Ein Lee,Robert ""Robaato"" Porter,Brett Stebbins,Peter Whitley,Jason Wiebe","Adventure,Exploration,Fantasy,Fighting,Miniatures","Chris Birkenhagen,John Cadice,Deke Stella","Action Point Allowance System,Dice Rolling,Modular Board,Partnerships,Variable Phase Order,Variable Player Powers",2.75,2166,4,0,2010,3
92319,Olympos,5,12,2011,7.00307,2,75,75,No,758,Arnaud Demaegd,"Ancient,Civilization,Fighting,Mythology,Territory Building",Philippe Keyaerts,"Area Control / Area Influence,Area Movement,Set Collection,Time Track",2.9652,2196,3,0,2010,3
92415,Skull,6,14,2011,7.06547,3,45,45,No,487,"Rose Kipik,Thomas Vuarchex","Bluffing,Card Game",Hervé Marly,"Auction/Bidding,Hand Management,Player Elimination",1.1721,5492,3,0,2010,1
92666,Hegemonic,6,13,2013,6.99014,2,180,180,Extensive,1992,"Clay Gardner,Honoel Ibardolaza,Oliver Kiley,Alex Skinner","Civilization,Economic,Science Fiction,Space Exploration",Oliver Kiley,"Area Control / Area Influence,Hand Management,Modular Board,Simultaneous Action Selection,Tile Placement",3.6531,472,4,0,2015,3.5
92828,Dixit Odyssey,12,8,2011,7.52953,3,30,30,No,135,"Marie Cardouat,Pierô","Humor,Party Game",Jean-Louis Roubira,"Partnerships,Simultaneous Action Selection,Storytelling,Voting",1.2526,9880,9,0,2010,1.5
92876,Jurassik,4,5,2011,5.98611,2,15,15,No,7645,David Boniffacy,"Card Game,Children's Game",Charles Chevallier,Set Collection,1,108,2,0,2010,1
93260,Summoner Wars: Master Set,4,9,2011,7.62126,2,30,30,Moderate,110,"John Ariosa,Gary Simpson","Card Game,Fantasy,Fighting",Colby Dauch,"Dice Rolling,Grid Movement,Hand Management,Variable Player Powers",2.5152,8664,2,0,2010,2.5
93400,Paperclip Railways,5,10,2011,6.59673,2,45,45,Moderate,4438,"Tony Boydell,Charlie Paull","Card Game,Territory Building,Trains",Tony Boydell,"Route/Network Building,Tile Placement",2.5333,159,3,0,2010,2.5
93402,Kart sur Glace,5,8,2011,6.23068,2,30,30,No,8919,Maroon,"Action / Dexterity,Racing",Florian Fay,"Action Point Allowance System,Simultaneous Action Selection,Variable Player Powers",1.2,44,3,0,2010,1
93537,Giza: The Great Pyramid,4,12,2012,6.46545,3,90,90,Some,4570,David Cochard,Ancient,Dave Heberer,"Area Control / Area Influence,Auction/Bidding,Pick-up and Deliver,Worker Placement",3,165,1,0,2010,3
93540,Five Points: Gangs of New York,5,12,2013,6.18579,3,75,108,NA,5844,Farel Dalrymple,Political,Andreas Steding,"Area Control / Area Influence,Auction/Bidding",2.6,141,2,33,2015,2.5
93541,Urbania,5,10,2012,6.51238,2,45,45,No,3069,Franz Vohwinkel,City Building,Simone Luciani,"Area Control / Area Influence,Hand Management",2.375,374,3,0,2010,2.5
93563,Whitewater,6,8,2012,5.85378,2,45,60,No,7187,Patricia Raubo,Racing,Fréderic Moyersoen,"Action Point Allowance System,Betting/Wagering,Dice Rolling,Partnerships",1.6364,185,4,15,2010,1.5
93577,Rocket Jockey,4,10,2012,5.53607,2,30,60,No,10542,"Cliff Chiang,James Reynoso","Card Game,Science Fiction",James Spurny,"Hand Management,Set Collection",2.0667,122,2,30,2010,2
93819,War of Honor,4,12,2011,6.68495,2,60,60,Extensive,3923,Edwin David,"Card Game,Fantasy",Bryan Reese,Hand Management,3.3125,186,2,0,2010,3.5
93895,Dwarf King's Hold: Dead Rising,2,10,2011,6.70112,2,45,45,No,5665,Tears of Envy,"Exploration,Fantasy,Miniatures",Jake Thornton,"Dice Rolling,Modular Board",2.5,89,0,0,2010,2.5
94104,Omen: A Reign of War,2,12,2011,7.40787,2,30,30,Moderate,857,"John Ariosa,Justin Hernandez,Michael ""Riiven"" Ng,Sandro Rybak","Ancient,Card Game,Fantasy,Mythology",John Clowdus,"Area Control / Area Influence,Card Drafting,Hand Management,Variable Player Powers",2.3483,1017,0,0,2010,2.5
94331,Legions of Darkness,1,10,2011,6.89179,1,30,30,Extensive,4077,"Kevin Crossley,Scott Everts",Fantasy,Chris Taylor,"Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement",2,140,0,0,2010,2
94362,Rune Age,4,13,2011,6.86299,1,60,60,Moderate,763,"Joao Bosco,Jason Caffoe,Chelsea Conlin,Simon Dominic,Carolina Eade,Melissa Findley,Tom Garden,John Goodenough,Anna Ignatieva,McLean Kendree,Emil Landgreen,Ignacio Bazán Lazcano,Jorge Maese,Dallas Mehlhoff,David A. Nash,Andrew Navaro,Brian Schomburg,WiL Springer,Nikolay Stoyanov,Santiago Villa,Matt Zeilinger,Ben Zweifel","Card Game,Fantasy",Corey Konieczka,"Co-operative Play,Deck / Pool Building,Dice Rolling,Hand Management,Variable Player Powers",2.2882,3578,3,0,2010,2.5
94480,Pantheon,4,10,2011,6.82273,2,60,90,No,1166,Franz Vohwinkel,"Ancient,Mythology",Bernd Brunnhofer,"Card Drafting,Hand Management,Route/Network Building,Set Collection,Variable Phase Order,Variable Player Powers",2.7394,1405,2,30,2010,2.5
94633,Conquest Tactics,2,13,2011,6.73526,2,60,60,NA,9426,"Don Aguillo,Rodrigo Salazar,Raf Salazar,Jesse Young","Card Game,Fantasy,Wargame","Andy Niggles,Tony Nowacki,Tom Rubino","Action Point Allowance System,Hand Management",2.7143,38,0,0,2010,2.5
94724,The Big Idea,6,8,2011,6.20228,3,25,25,Some,4897,Stéphane Boutin,Party Game,James Ernest,"Storytelling,Voting",1,219,3,0,2010,1
94731,Heroica: Fortaan,4,8,2011,6.0105,2,20,20,No,3929,Thomas Robert Van der Heiden,"Adventure,Dice,Fantasy","Nicolas Assenbrunner,Cephas Howard,Thomas Robert Van der Heiden","Dice Rolling,Modular Board,Roll / Spin and Move",1.4286,669,2,0,2010,1.5
94732,Heroica: Draida,2,7,2011,5.94313,2,5,10,No,5458,Thomas Robert Van der Heiden,Dice,"Bastiaan Brederode,Cephas Howard,Thomas Robert Van der Heiden","Modular Board,Roll / Spin and Move",1.48,335,0,5,2010,1.5
94733,Heroica: Waldurk,3,8,2011,6.04861,2,15,15,No,4532,Thomas Robert Van der Heiden,"Adventure,Fantasy","Nicolas Assenbrunner,Cephas Howard,Thomas Robert Van der Heiden","Dice Rolling,Modular Board,Roll / Spin and Move",1.3478,395,1,0,2010,1.5
94734,Heroica: Nathuz,3,8,2011,6.02236,2,15,15,No,4798,Thomas Robert Van der Heiden,"Adventure,Dice,Fantasy","Bastiaan Brederode,Cephas Howard,Thomas Robert Van der Heiden","Dice Rolling,Modular Board,Roll / Spin and Move",1.56,369,1,0,2010,1.5
94822,Ouro de Tolo,6,8,2011,6.71681,3,40,40,Some,6121,David Prieto,"American West,Card Game","Sérgio Halaban,André Zatz","Hand Management,Press Your Luck,Set Collection",1.1667,72,3,0,2010,1
94915,Munchkin Axe Cop,6,8,2011,6.13063,3,90,90,Moderate,5300,Ethan Nicolle,"Card Game,Comic Book / Strip,Fighting,Humor",Steve Jackson (I),"Dice Rolling,Hand Management,Trading,Variable Player Powers",1.7222,285,3,0,2010,1.5
94941,Trivial Pursuit: Genus Editie,36,15,1984,5.09091,2,60,60,NA,NA,NA,"Party Game,Trivia",NA,Roll / Spin and Move,2,22,34,0,1985,2
95064,Ascension: Return of the Fallen,2,13,2011,7.34626,1,30,30,Extensive,484,Eric Sabee,"Card Game,Fantasy","Robert Dougherty,John Fiorillo,Justin Gary,Brian M. Kibler","Card Drafting,Deck / Pool Building,Hand Management",2.1909,2672,1,0,2010,2
95103,Fortune and Glory: The Cliffhanger Game,8,12,2011,7.11272,1,90,240,Extensive,642,Jack Scott Hill,"Adventure,Card Game,Miniatures",Jason C. Hill,"Area Movement,Co-operative Play,Dice Rolling,Pick-up and Deliver,Press Your Luck,Roll / Spin and Move,Variable Player Powers",2.861,2692,7,150,2010,3
95105,1st & Goal,4,13,2011,6.66144,2,120,150,Some,1523,"Scott Fleenor,Matthan Heiselt,Jennifer Vargas","Card Game,Dice,Sports",Stephen Glenn,"Dice Rolling,Simultaneous Action Selection",1.7917,1236,2,30,2010,2
95128,Startup Fever,6,14,2012,5.57353,2,120,120,Moderate,11805,Gary Simpson,"Dice,Economic",Louis Perrochon,"Area Control / Area Influence,Dice Rolling",2.6667,85,4,0,2010,2.5
95234,Cthulhu Gloom,5,13,2011,6.46207,2,60,60,Extensive,1893,Todd Remick,"Card Game,Fantasy,Horror",Keith Baker,"Hand Management,Storytelling,Take That",1.7746,1308,3,0,2010,2
95527,Madeira,4,12,2013,7.65614,2,60,150,No,296,Mariano Iannelli,"Dice,Economic,Farming,Nautical","Nuno Bizarro Sentieiro,Paulo Soledade","Area Control / Area Influence,Dice Rolling,Worker Placement",4.2417,2366,2,90,2015,4
95607,Killer Bunnies and the Conquest of the Magic Carrot,8,13,2011,5.93407,2,60,60,Extensive,8469,"Matthew Holliday,Jonathan Young","Card Game,Humor,Negotiation",Jeffrey Neil Bellinger,"Dice Rolling,Hand Management,Trading",1.6667,135,6,0,2010,1.5
95705,Urknall: The Big Bang,4,8,2011,4.41,2,20,20,No,NA,Rautie,"Science Fiction,Space Exploration,Travel",Axel Hennig,"Acting,Point to Point Movement,Set Collection",1.6667,25,2,0,2010,1.5
96007,The New Era,5,10,2011,7.63583,2,60,60,No,632,"Mateusz Bielski,Mariusz Gandzel,Michał Oracz","Card Game,City Building,Economic,Science Fiction",Ignacy Trzewiczek,"Card Drafting,Hand Management,Variable Player Powers",3.4444,1156,3,0,2010,3.5
96152,Nightfall: Martial Law,5,12,2011,7.07257,2,45,45,Extensive,1353,"Conceptopolis,Andrew Hepworth,Jake Murray,Matthew Starbuck","Card Game,Fantasy,Fighting,Horror",David Gregg,"Card Drafting,Deck / Pool Building,Hand Management",2.72,787,3,0,2010,2.5
96260,Dominant Species: The Card Game,6,13,2012,6.07452,2,60,60,Some,2854,"Chad Jensen,Rodger B. MacGowan,Chechu Nieto,Eric Williams (I)","Card Game,Prehistoric",Chad Jensen,Hand Management,1.9048,1159,4,0,2010,2
96266,Aether Captains: Triad,2,8,2011,6.88621,1,20,20,Some,NA,Todd Sanders,"Card Game,Dice,Economic,Nautical,Print & Play,Territory Building",Todd Sanders,"Area Control / Area Influence,Dice Rolling,Hand Management,Pick-up and Deliver,Point to Point Movement,Set Collection,Trading",1.75,29,1,0,2010,2
96564,Engage,2,13,2011,7.12368,2,90,90,Some,7838,Joe Daniels,"Bluffing,Miniatures,Wargame,World War II",Russ Price,"Area Movement,Simultaneous Action Selection",3,38,0,0,2010,3
96613,Alcatraz: The Scapegoat,4,15,2011,6.42477,3,45,60,Some,1927,"Rafał Badan,Martyna Szczykutowicz","Bluffing,Mafia,Negotiation","Rafał Cywicki,Krzysztof Cywicki,Krzysztof Hanusz","Action Point Allowance System,Area Movement,Co-operative Play,Modular Board,Partnerships,Pick-up and Deliver,Set Collection,Trading,Voting",2.35,1265,1,15,2010,2.5
96848,Mage Knight Board Game,4,14,2011,8.13794,1,150,150,Extensive,15,"J. Lonnee,Chris Raimo,Milan Vavroň","Adventure,Exploration,Fantasy,Fighting",Vlaada Chvátil,"Card Drafting,Co-operative Play,Deck / Pool Building,Dice Rolling,Grid Movement,Hand Management,Modular Board,Role Playing,Tile Placement,Variable Player Powers",4.2055,18160,3,0,2010,4
96913,Lancaster,5,10,2011,7.48258,2,60,60,No,211,"Martin Hoffmann,Claus Stephan",Medieval,Matthias Cramer,"Area Control / Area Influence,Auction/Bidding,Voting,Worker Placement",2.9918,4803,3,0,2010,3
97207,Dungeon Petz,4,13,2011,7.58929,2,90,90,No,116,David Cochard,"Animals,Fantasy,Humor",Vlaada Chvátil,"Auction/Bidding,Hand Management,Worker Placement",3.5373,8608,2,0,2010,3.5
97287,Great Western,4,10,2011,5.328,2,40,40,No,11770,Christof Tisch,Trains,Martin Wallace,Dice Rolling,1.75,75,2,0,2010,2
97357,Sunrise City,4,10,2012,6.68484,2,60,60,Moderate,1703,"Christopher Kirkman,Sarah ""Chip"" Nixon",City Building,Isaias Vallejo,"Auction/Bidding,Card Drafting,Tile Placement,Variable Player Powers",2.3333,893,2,0,2010,2.5
97377,Hail Caesar,8,0,2011,7.35862,2,240,240,Extensive,5482,"Kevin Dallimore,Peter Dennis,Eric Hagen,Phil Hendry,Duncan MacFarlane,Alan Perry,Michael Perry,Paul Sawyer,Tim Vincent","Ancient,Book,Medieval,Miniatures,Wargame",Rick Priestley,Dice Rolling,3.0769,58,6,0,2010,3
97512,For the Crown (First edition),2,12,2011,7.23625,2,30,30,Moderate,6886,Noelle Le Bienvenu,"Fantasy,Medieval",Jeremy Lennert,"Card Drafting,Deck / Pool Building,Grid Movement,Hand Management",2.8,40,0,0,2010,3
97655,Space Maze,4,12,2011,5.97664,2,45,45,No,5605,Michel Baudoin,"Humor,Maze,Science Fiction,Space Exploration",Michel Baudoin,"Dice Rolling,Modular Board,Pick-up and Deliver",2.1538,274,2,0,2010,2
97786,Small World Underground,5,8,2011,7.37322,2,30,90,Moderate,234,"Miguel Coimbra,Cyrille Daujean","Fantasy,Fighting,Territory Building",Philippe Keyaerts,"Area Control / Area Influence,Area Movement,Dice Rolling,Variable Player Powers",2.5988,7084,3,60,2010,2.5
97803,Penny Arcade: The Game – Gamers vs. Evil,4,15,2011,6.56411,2,30,30,Moderate,2138,Mike Krahulik,"Card Game,Comic Book / Strip,Video Game Theme","Ben Cichoski,Mike Donais,Paul Sottosanti","Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers",2.2321,794,2,0,2010,2
97824,Sanitarium,4,14,2012,5.43054,1,30,30,Moderate,11790,Dirk I. Tiede,"Card Game,Exploration,Horror",Aaron Belmer,"Area Movement,Co-operative Play,Modular Board",2,149,3,0,2010,2
97842,Last Will,5,13,2011,7.2707,2,45,75,No,282,Tomáš Kučerovský,"Card Game,Economic,Humor",Vladimír Suchý,"Action Point Allowance System,Hand Management,Worker Placement",2.683,6743,3,30,2010,2.5
97875,Wiraqocha,4,12,2011,6.65861,2,60,60,No,2644,"Toshiaki Takayama,Yuio","Adventure,Dice,Fighting,Science Fiction",Henri Kermarrec,"Action Point Allowance System,Area Control / Area Influence,Dice Rolling,Modular Board,Set Collection,Worker Placement",2.6585,418,2,0,2010,2.5
97903,Terror in Meeple City,4,8,2013,6.96203,2,45,45,No,549,Pierô,"Action / Dexterity,Horror","Antoine Bauza,Ludovic Maublanc","Area Movement,Set Collection,Variable Player Powers",1.4784,5729,2,0,2015,1.5
97915,Bios: Megafauna,4,12,2011,7.03803,1,60,120,Some,1536,Tim Park,"Animals,Environmental,Prehistoric",Phil Eklund,"Area Control / Area Influence,Card Drafting,Simulation,Variable Player Powers",3.6301,697,3,60,2010,3.5
97939,Lyssan,4,12,2012,6.95469,2,180,180,Moderate,4095,"Allan Amato,Tomasz Jedruszek,Marek Madej","Fantasy,Medieval,Political,Spies/Secret Agents,Territory Building,Wargame",Sam Brown,"Area Control / Area Influence,Area Movement,Hand Management,Player Elimination",3.6667,147,2,0,2010,3.5
98046,Sake & Samurai,8,13,2011,6.09055,3,45,45,No,7366,Jocularis,"Card Game,Fighting,Humor,Medieval,Party Game",Matteo Santus,"Card Drafting,Hand Management",2.2273,164,5,0,2010,2
98085,Seven Dragons,5,8,2011,6.2334,2,20,20,No,2381,"Larry Elmore,Derek Ring","Abstract Strategy,Card Game",Andrew Looney,"Hand Management,Tile Placement",1.3448,1224,3,0,2010,1.5
98203,Redakai,2,6,2011,5.54257,2,20,20,Some,12262,NA,"Card Game,Collectible Components,Fantasy,Fighting,Movies / TV / Radio theme","John Fiorillo,Justin Gary,Brian M. Kibler","Hand Management,Variable Player Powers",1.6667,101,0,0,2010,1.5
98229,Pictomania,6,9,2011,7.37361,3,25,25,Unplayable,537,Andreas Resch,"Party Game,Real-time",Vlaada Chvátil,Line Drawing,1.5281,1924,3,0,2010,1.5
98242,Star Trek Deck Building Game: The Next Generation,5,13,2011,6.53134,2,60,60,Moderate,1980,Jak L. Hueng,"Adventure,Card Game,Exploration,Movies / TV / Radio theme,Science Fiction,Space Exploration",Alex Bykov,"Card Drafting,Co-operative Play,Deck / Pool Building,Partnerships",2.4615,1036,3,0,2010,2.5
98347,Empires of the Void,4,12,2012,6.86073,2,120,120,Extensive,1916,Ryan Laukat,"Science Fiction,Space Exploration",Ryan Laukat,"Action Point Allowance System,Dice Rolling,Set Collection,Trading",2.8947,590,2,0,2010,3
98351,Core Worlds,5,10,2011,7.25582,2,60,120,Extensive,444,"Alex Figini,Chechu Nieto,Jim Parks,Maciej Rebisz,Sergey Rumyantsev","Card Game,Civilization,Science Fiction,Space Exploration",Andrew Parks,"Card Drafting,Deck / Pool Building,Hand Management",2.8856,3287,3,60,2010,3
98443,Dark Horse,4,10,2012,6.77689,1,90,90,Moderate,3249,"Thomas P. Reidy, III","American West,Dice,Territory Building,Trains",Don Lloyd,"Dice Rolling,Route/Network Building,Variable Player Powers,Worker Placement",2.6667,247,3,0,2010,2.5
98739,Byzantio,4,10,2013,6.60157,2,60,60,No,4231,"Mateusz Bielski,Chrisi Giannopoulou,Lefteris Iroglidis,Maciej Mutwil","Bluffing,Deduction,Fantasy,Medieval","Alexander Boucharelis,Lefteris Iroglidis,Anestis Iroglidis","Area Control / Area Influence,Area Movement,Dice Rolling,Paper-and-Pencil,Secret Unit Deployment",2.2105,178,2,0,2015,2
98778,Hanabi,5,8,2010,7.21583,2,25,25,No,232,"Antoine Bauza,Gérald Guerlais,Albertine Ralenti","Card Game,Deduction,Memory",Antoine Bauza,"Co-operative Play,Hand Management,Memory,Set Collection",1.6948,23717,3,0,2010,1.5
98857,White Elephant,7,8,2011,5.35605,3,15,15,NA,11821,Brian Kelley,Card Game,Brian Kelley,"Card Drafting,Set Collection",1,81,4,0,2010,1
99079,The Walking Dead Board Game,4,16,2011,5.1847,1,45,45,Some,13487,NA,"Horror,Movies / TV / Radio theme,Zombies",Cory Jones,"Area Movement,Dice Rolling,Roll / Spin and Move",1.7714,482,3,0,2010,2
99081,Bears!,4,7,2011,5.88784,2,20,20,No,4638,Justin De Witt,"Dice,Party Game,Real-time",Anne-Marie De Witt,"Dice Rolling,Pattern Recognition",1.0208,716,2,0,2010,1
99097,Food Fight,6,13,2011,6.06278,2,30,30,Some,3964,Robb Mommaerts,"Card Game,Humor",Matt Hyra,"Card Drafting,Hand Management",1.7209,625,4,0,2010,1.5
99235,Dice Age Alpha Edition: Fundamental series,4,10,2012,4.44231,2,15,15,No,NA,Tristan Convert,"Abstract Strategy,Collectible Components,Dice,Fantasy",Tristan Convert,"Dice Rolling,Variable Player Powers",2,26,2,0,2010,2
99286,Raiding Parties,4,10,2012,6.57273,2,30,30,NA,10287,Don Maitz,"Card Game,Pirates",Nick Pace,"Card Drafting,Hand Management",1.6667,44,2,0,2010,1.5
99312,Feudality,6,10,2011,6.53325,2,60,90,Moderate,2340,"Klemens Franz,Tom Wham",Medieval,Tom Wham,"Dice Rolling,Tile Placement",2.1607,630,4,30,2010,2
99437,Rumble in the House,6,8,2011,6.13014,3,20,20,No,3465,Kwanchai Moriya,"Bluffing,Deduction,Fighting,Humor,Party Game",Ken Rush,"Modular Board,Point to Point Movement,Secret Unit Deployment",1.0541,569,3,0,2010,1
99459,Banjooli Xeet,5,8,2013,6.43643,2,30,30,No,3452,Pedro Soto,"Bluffing,Dice,Racing",Diego Ibañez,"Dice Rolling,Modular Board,Roll / Spin and Move",1.1429,356,3,0,2015,1
99573,Lock 'n Load Tactical: Heroes of the Pacific,2,12,2015,8.17895,2,120,240,No,6093,"Blackwell Hird,David Julien,Marc von Martial","Wargame,World War II","Jeff Lewis,Mark H. Walker","Dice Rolling,Hex-and-Counter",3,38,0,120,2015,3
99655,Swinging Jivecat Voodoo Lounge,5,21,2016,6.68059,2,60,60,Moderate,4508,Sergi Marcet,"Mature / Adult,Number,Territory Building",Seth Roback,"Area Control / Area Influence,Hand Management,Pattern Building,Route/Network Building",2.625,136,3,0,2015,2.5
99770,Arcanum,5,10,2011,6.15613,3,45,45,No,5168,Patrizio Evangelisti,"Bluffing,Medieval,Political","Andrea Chiarvesio,Pierluca Zizzi",Hand Management,2.6364,212,2,0,2010,2.5
99777,Lupin the 3rd,5,14,2011,6.19237,2,90,90,Some,6977,"Giorgio De Michele,Dario Lazzari","Comic Book / Strip,Movies / TV / Radio theme",Pierluigi Frumusa,Partnerships,2.4545,131,3,0,2010,2.5
99808,Pizza Theory,3,6,2012,6.19005,2,10,15,No,3830,Charlie Bink,Abstract Strategy,"Greg Powers,Brian Powers","Area Control / Area Influence,Simultaneous Action Selection",1.6,401,1,5,2010,1.5
100423,Elder Sign,8,13,2011,7.01705,1,90,90,Some,428,Dallas Mehlhoff,"Adventure,Card Game,Dice,Fantasy,Fighting,Horror,Novel-based","Richard Launius,Kevin Wilson","Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers",2.3494,15248,7,0,2010,2.5
100679,Ultimate Warriorz,8,8,2011,6.88255,2,30,30,No,1690,Jean-Baptiste Reynaud,"Fantasy,Fighting,Humor,Party Game",Guillaume Blossier,"Dice Rolling,Grid Movement,Hand Management,Player Elimination,Simultaneous Action Selection,Variable Player Powers",1.25,701,6,0,2010,1
100798,Dwarf King's Hold: Green Menace,2,10,2011,7.01935,2,45,45,NA,7998,Tears of Envy,"Fantasy,Miniatures",Jake Thornton,"Dice Rolling,Modular Board",2,31,0,0,2010,2
100901,Flash Point: Fire Rescue,6,10,2011,7.27877,1,45,45,Some,226,"Luis Francisco,George Patsouras",Adventure,Kevin Lanzing,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Pick-up and Deliver,Simulation,Variable Player Powers",2.2055,13740,5,0,2010,2
101013,Ninja: Legend of the Scorpion Clan,4,12,2011,6.56085,2,45,45,Moderate,2573,"Conceptopolis,Llyn Hunter,Yutthapong Kaewsuk,MuYoung Kim,Jorge Matar,Florian Stitz","Deduction,Fantasy",Fréderic Moyersoen,"Area Movement,Secret Unit Deployment",2.6829,527,2,0,2010,2.5
101020,PAX,4,10,2011,6.84258,1,30,30,No,1738,Klemens Franz,"Ancient,Card Game",Bernd Eisenstein,"Area Control / Area Influence,Card Drafting,Hand Management,Set Collection",2.1613,680,3,0,2010,2
101629,Just a Peiper Dream?,2,12,2010,5.32727,2,30,30,No,NA,NA,"Wargame,World War II",Paul Rohrbaugh,"Card Drafting,Hex-and-Counter",1.5,22,0,0,2010,1.5
101660,Witty Chronos,5,8,2011,5.89,3,30,30,No,10349,Alex A.,"Action / Dexterity,Card Game,Negotiation,Party Game,Real-time",Guillaume Aubrun,"Set Collection,Simultaneous Action Selection",1.8333,41,2,0,2010,2
101668,Time's Up! Green Edition,12,12,2011,6.74,4,30,30,NA,NA,NA,Party Game,Peter Sarrett,"Acting,Memory,Partnerships",1,25,8,0,2010,1
101685,Dead Fellas,6,8,2011,5.96591,2,30,30,Some,9770,Brian Snoddy,"Card Game,Mafia,Zombies","James Ernest,Jesper Myrfors,Brian Snoddy","Hand Management,Set Collection",1.3333,66,4,0,2010,1.5
101721,Mage Wars Arena,2,13,2012,7.8174,2,90,90,Extensive,101,"Drew Baker,Tiziano Baracchi,Claire Beard,Leonardo Borazio,Jason Engle,Mariusz Gandzel,John Guytan,Diego Gisbert Llorens,Raven Mimura,Jim Pavelec,Roberto Pitturru,R. K. Post,Maichol Quinto,Chris Seaman,Craig J. Spearing,Ron Spencer,John Stanko,Christophe Swal,Peter Tikos,Vari,Darek Zabrocki","Card Game,Fantasy,Fighting","Bryan Pope,Benjamin Pope","Dice Rolling,Grid Movement,Simultaneous Action Selection,Variable Player Powers",3.6292,6002,0,0,2010,3.5
101785,D-Day Dice,4,14,2012,6.87772,1,45,45,Extensive,776,"Emmanuel Aquin,Mark Poole","Dice,Wargame,World War II",Emmanuel Aquin,"Co-operative Play,Dice Rolling,Simultaneous Action Selection",2.0573,2984,3,0,2010,2
101786,Dust Tactics: Revised Core Set,4,14,2011,7.45798,2,45,45,Some,1899,Paolo Parente,"Miniatures,Science Fiction,World War II",NA,"Action Point Allowance System,Dice Rolling,Modular Board",2.5278,396,2,0,2010,2.5
101930,Carnival,4,13,2011,5.79212,2,30,30,Some,6008,Christopher Kirkman,"Card Game,Dice",Cherilyn Joy Lee Kirkman,"Dice Rolling,Hand Management,Set Collection,Variable Player Powers",1.5312,471,2,0,2010,1.5
102034,La Bataille des Downs 1639,2,0,2011,6.7,2,60,60,Some,NA,Pascal da Silva,"Nautical,Pike and Shot,Wargame",Florent Coupeau,"Dice Rolling,Hex-and-Counter",1.5714,20,0,0,2010,1.5
102104,Star Fluxx,6,8,2011,6.42933,2,10,10,Extensive,1534,NA,"Card Game,Science Fiction",Andrew Looney,"Hand Management,Set Collection",1.4136,3397,4,0,2010,1.5
102107,Race to Adventure: The Spirit of the Century Exploration Game,5,8,2013,6.31114,2,20,20,No,4444,"Fred Hicks,Daniel Solis,Christian N. St. Pierre","Adventure,Exploration","Evan Denbaum,E. K. Lytle,Chris Ruggiero","Modular Board,Variable Phase Order",1.5,245,3,0,2015,1.5
102151,Colorado Midland,5,12,2011,6.4175,3,45,45,No,6729,NA,"Economic,Trains",David V. H. Peters,"Co-operative Play,Route/Network Building",2.6,80,2,0,2010,2.5
102253,Spearpoint 1943: Eastern Front,4,13,2015,6.95455,2,30,30,NA,NA,"Byron Collins,Mark Mahaffey,Marc von Martial","Card Game,Dice,Wargame,World War II",Byron Collins,"Card Drafting,Deck / Pool Building,Dice Rolling,Hand Management",1.3333,22,2,0,2015,1.5
102548,Dungeon Fighter,6,14,2011,6.90581,1,45,45,No,688,Giulia Ghigini,"Action / Dexterity,Exploration,Fantasy,Fighting,Humor","Aureliano Buonfino,Lorenzo Silva,Lorenzo Tucci Sorrentino","Card Drafting,Co-operative Play,Dice Rolling,Modular Board,Point to Point Movement,Variable Player Powers",1.7545,3928,5,0,2010,2
102610,Shitenno,4,12,2011,6.79187,2,60,60,No,2686,Vincent Dutrait,Territory Building,Cédric Lefebvre,"Area Control / Area Influence,Set Collection",2.7419,332,2,0,2010,2.5
102652,Sentinels of the Multiverse,5,8,2011,7.35481,1,30,60,Extensive,218,Adam Rebottaro,"Card Game,Comic Book / Strip,Fighting","Christopher Badell,Paul Bender,Adam Rebottaro","Co-operative Play,Hand Management,Variable Player Powers",2.5016,11002,4,30,2010,2.5
